"SEGMENT","POSITION","FIELD","PARENT_FIELD","TABLE","DESCRIPTION"
09,24,PCO0080019,PCO0080014,PCO008,"Total (501): Female: 35 to 39 years"
09,25,PCO0080020,PCO0080014,PCO008,"Total (501): Female: 40 to 44 years"
09,26,PCO0080021,PCO0080014,PCO008,"Total (501): Female: 45 to 49 years"
09,27,PCO0080022,PCO0080014,PCO008,"Total (501): Female: 50 to 54 years"
09,28,PCO0080023,PCO0080014,PCO008,"Total (501): Female: 55 to 59 years"
09,29,PCO0080024,PCO0080014,PCO008,"Total (501): Female: 60 to 64 years"
09,30,PCO0080025,PCO0080014,PCO008,"Total (501): Female: 65 to 69 years"
09,31,PCO0090001,NA,PCO009,"Total (601-602)"
09,32,PCO0090002,PCO0090001,PCO009,"Total (601-602): Male"
09,33,PCO0090003,PCO0090002,PCO009,"Total (601-602): Male: 15 to 19 years"
09,34,PCO0090004,PCO0090002,PCO009,"Total (601-602): Male: 20 to 24 years"
09,35,PCO0090005,PCO0090002,PCO009,"Total (601-602): Male: 25 to 29 years"
09,36,PCO0090006,PCO0090002,PCO009,"Total (601-602): Male: 30 to 34 years"
09,37,PCO0090007,PCO0090002,PCO009,"Total (601-602): Male: 35 to 39 years"
09,38,PCO0090008,PCO0090002,PCO009,"Total (601-602): Male: 40 to 44 years"
09,39,PCO0090009,PCO0090002,PCO009,"Total (601-602): Male: 45 to 49 years"
09,40,PCO0090010,PCO0090002,PCO009,"Total (601-602): Male: 50 to 54 years"
09,41,PCO0090011,PCO0090002,PCO009,"Total (601-602): Male: 55 to 59 years"
09,42,PCO0090012,PCO0090002,PCO009,"Total (601-602): Male: 60 to 64 years"
09,43,PCO0090013,PCO0090002,PCO009,"Total (601-602): Male: 65 to 69 years"
09,44,PCO0090014,PCO0090001,PCO009,"Total (601-602): Female"
09,45,PCO0090015,PCO0090014,PCO009,"Total (601-602): Female: 15 to 19 years"
09,46,PCO0090016,PCO0090014,PCO009,"Total (601-602): Female: 20 to 24 years"
09,47,PCO0090017,PCO0090014,PCO009,"Total (601-602): Female: 25 to 29 years"
09,48,PCO0090018,PCO0090014,PCO009,"Total (601-602): Female: 30 to 34 years"
09,49,PCO0090019,PCO0090014,PCO009,"Total (601-602): Female: 35 to 39 years"
09,50,PCO0090020,PCO0090014,PCO009,"Total (601-602): Female: 40 to 44 years"
09,51,PCO0090021,PCO0090014,PCO009,"Total (601-602): Female: 45 to 49 years"
09,52,PCO0090022,PCO0090014,PCO009,"Total (601-602): Female: 50 to 54 years"
09,53,PCO0090023,PCO0090014,PCO009,"Total (601-602): Female: 55 to 59 years"
09,54,PCO0090024,PCO0090014,PCO009,"Total (601-602): Female: 60 to 64 years"
09,55,PCO0090025,PCO0090014,PCO009,"Total (601-602): Female: 65 to 69 years"
09,56,PCO0100001,NA,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904)"
09,57,PCO0100002,PCO0100001,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male"
09,58,PCO0100003,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: Under 5 years"
09,59,PCO0100004,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 5 to 9 years"
09,60,PCO0100005,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 10 to 14 years"
09,61,PCO0100006,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 15 to 19 years"
09,62,PCO0100007,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 20 to 24 years"
09,63,PCO0100008,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 25 to 29 years"
09,64,PCO0100009,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 30 to 34 years"
09,65,PCO0100010,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 35 to 39 years"
09,66,PCO0100011,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 40 to 44 years"
09,67,PCO0100012,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 45 to 49 years"
09,68,PCO0100013,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 50 to 54 years"
09,69,PCO0100014,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 55 to 59 years"
09,70,PCO0100015,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 60 to 64 years"
09,71,PCO0100016,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 65 to 69 years"
09,72,PCO0100017,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 70 to 74 years"
09,73,PCO0100018,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 75 to 79 years"
09,74,PCO0100019,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 80 to 84 years"
09,75,PCO0100020,PCO0100002,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Male: 85 years and over"
09,76,PCO0100021,PCO0100001,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female"
09,77,PCO0100022,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: Under 5 years"
09,78,PCO0100023,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 5 to 9 years"
09,79,PCO0100024,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 10 to 14 years"
09,80,PCO0100025,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 15 to 19 years"
09,81,PCO0100026,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 20 to 24 years"
09,82,PCO0100027,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 25 to 29 years"
09,83,PCO0100028,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 30 to 34 years"
09,84,PCO0100029,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 35 to 39 years"
09,85,PCO0100030,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 40 to 44 years"
09,86,PCO0100031,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 45 to 49 years"
09,87,PCO0100032,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 50 to 54 years"
09,88,PCO0100033,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 55 to 59 years"
09,89,PCO0100034,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 60 to 64 years"
09,90,PCO0100035,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 65 to 69 years"
09,91,PCO0100036,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 70 to 74 years"
09,92,PCO0100037,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 75 to 79 years"
09,93,PCO0100038,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 80 to 84 years"
09,94,PCO0100039,PCO0100021,PCO010,"Total (701-702, 704, 706, 801-802, 900-901, 903-904): Female: 85 years and over"
10,1,FILEID,NA,HEAD,"File Identification"
10,2,STUSAB,NA,HEAD,"State/US-Abbreviation (USPS)"
10,3,CHARITER,NA,HEAD,"Characteristic iteration"
10,4,CIFSN,NA,HEAD,"Characteristic Iteration File Sequence Number"
10,5,LOGRECNO,NA,HEAD,"Logical Record Number"
10,6,HCT0010001,NA,HCT001,"Total"
10,7,HCT0010002,HCT0010001,HCT001,"Total: Urban"
10,8,HCT0010003,HCT0010002,HCT001,"Total: Urban: Inside urbanized areas"
10,9,HCT0010004,HCT0010002,HCT001,"Total: Urban: Inside urban clusters"
10,10,HCT0010005,HCT0010001,HCT001,"Total: Rural"
10,11,HCT0010006,HCT0010001,HCT001,"Total: Not defined for this file"
11,1,FILEID,NA,HEAD,"File Identification"
11,2,STUSAB,NA,HEAD,"State/US-Abbreviation (USPS)"
11,3,CHARITER,NA,HEAD,"Characteristic iteration"
11,4,CIFSN,NA,HEAD,"Characteristic Iteration File Sequence Number"
11,5,LOGRECNO,NA,HEAD,"Logical Record Number"
11,6,HCT0020001,NA,HCT002,"Total"
11,7,HCT0020002,HCT0020001,HCT002,"Total: Owned with a mortgage or a loan"
11,8,HCT0020003,HCT0020001,HCT002,"Total: Owned free and clear"
11,9,HCT0020004,HCT0020001,HCT002,"Total: Renter occupied"
11,10,HCT0030001,NA,HCT003,"Total"
11,11,HCT0040001,NA,HCT004,"Total population in occupied housing units"
11,12,HCT0040002,HCT0040001,HCT004,"Total population in occupied housing units: Owned with a mortgage or a loan"
11,13,HCT0040003,HCT0040001,HCT004,"Total population in occupied housing units: Owned free and clear"
11,14,HCT0040004,HCT0040001,HCT004,"Total population in occupied housing units: Renter occupied"
11,15,HCT0050001,HCT0040001,HCT005,"Total population in occupied housing units: Total"
11,16,HCT0050002,HCT0040001,HCT005,"Total population in occupied housing units: Owner occupied"
11,17,HCT0050003,HCT0040001,HCT005,"Total population in occupied housing units: Renter occupied"
11,18,HCT0060001,NA,HCT006,"Total"
11,19,HCT0060002,HCT0060001,HCT006,"Total: 1-person household"
11,20,HCT0060003,HCT0060001,HCT006,"Total: 2-person household"
11,21,HCT0060004,HCT0060001,HCT006,"Total: 3-person household"
11,22,HCT0060005,HCT0060001,HCT006,"Total: 4-person household"
11,23,HCT0060006,HCT0060001,HCT006,"Total: 5-person household"
11,24,HCT0060007,HCT0060001,HCT006,"Total: 6-person household"
11,25,HCT0060008,HCT0060001,HCT006,"Total: 7-or-more-person household"
11,26,HCT0070001,NA,HCT007,"Total"
11,27,HCT0070002,HCT0070001,HCT007,"Total: Owner occupied"
11,28,HCT0070003,HCT0070002,HCT007,"Total: Owner occupied: 1-person household"
11,29,HCT0070004,HCT0070002,HCT007,"Total: Owner occupied: 2-person household"
11,30,HCT0070005,HCT0070002,HCT007,"Total: Owner occupied: 3-person household"
11,31,HCT0070006,HCT0070002,HCT007,"Total: Owner occupied: 4-person household"
11,32,HCT0070007,HCT0070002,HCT007,"Total: Owner occupied: 5-person household"
11,33,HCT0070008,HCT0070002,HCT007,"Total: Owner occupied: 6-person household"
11,34,HCT0070009,HCT0070002,HCT007,"Total: Owner occupied: 7-or-more-person household"
11,35,HCT0070010,HCT0070001,HCT007,"Total: Renter occupied"
11,36,HCT0070011,HCT0070010,HCT007,"Total: Renter occupied: 1-person household"
11,37,HCT0070012,HCT0070010,HCT007,"Total: Renter occupied: 2-person household"
11,38,HCT0070013,HCT0070010,HCT007,"Total: Renter occupied: 3-person household"
11,39,HCT0070014,HCT0070010,HCT007,"Total: Renter occupied: 4-person household"
11,40,HCT0070015,HCT0070010,HCT007,"Total: Renter occupied: 5-person household"
11,41,HCT0070016,HCT0070010,HCT007,"Total: Renter occupied: 6-person household"
11,42,HCT0070017,HCT0070010,HCT007,"Total: Renter occupied: 7-or-more-person household"
11,43,HCT0080001,NA,HCT008,"Total"
11,44,HCT0080002,HCT0080001,HCT008,"Total: Owner occupied"
11,45,HCT0080003,HCT0080002,HCT008,"Total: Owner occupied: Householder 15 to 24 years"
11,46,HCT0080004,HCT0080002,HCT008,"Total: Owner occupied: Householder 25 to 34 years"
11,47,HCT0080005,HCT0080002,HCT008,"Total: Owner occupied: Householder 35 to 44 years"
11,48,HCT0080006,HCT0080002,HCT008,"Total: Owner occupied: Householder 45 to 54 years"
11,49,HCT0080007,HCT0080002,HCT008,"Total: Owner occupied: Householder 55 to 59 years"
11,50,HCT0080008,HCT0080002,HCT008,"Total: Owner occupied: Householder 60 to 64 years"
11,51,HCT0080009,HCT0080002,HCT008,"Total: Owner occupied: Householder 65 to 74 years"
11,52,HCT0080010,HCT0080002,HCT008,"Total: Owner occupied: Householder 75 to 84 years"
11,53,HCT0080011,HCT0080002,HCT008,"Total: Owner occupied: Householder 85 years and over"
11,54,HCT0080012,HCT0080001,HCT008,"Total: Renter occupied"
11,55,HCT0080013,HCT0080012,HCT008,"Total: Renter occupied: Householder 15 to 24 years"
11,56,HCT0080014,HCT0080012,HCT008,"Total: Renter occupied: Householder 25 to 34 years"
11,57,HCT0080015,HCT0080012,HCT008,"Total: Renter occupied: Householder 35 to 44 years"
11,58,HCT0080016,HCT0080012,HCT008,"Total: Renter occupied: Householder 45 to 54 years"
11,59,HCT0080017,HCT0080012,HCT008,"Total: Renter occupied: Householder 55 to 59 years"
11,60,HCT0080018,HCT0080012,HCT008,"Total: Renter occupied: Householder 60 to 64 years"
11,61,HCT0080019,HCT0080012,HCT008,"Total: Renter occupied: Householder 65 to 74 years"
11,62,HCT0080020,HCT0080012,HCT008,"Total: Renter occupied: Householder 75 to 84 years"
11,63,HCT0080021,HCT0080012,HCT008,"Total: Renter occupied: Householder 85 years and over"
11,64,HCT0090001,NA,HCT009,"Total"
11,65,HCT0090002,HCT0090001,HCT009,"Total: Owner occupied"
11,66,HCT0090003,HCT0090002,HCT009,"Total: Owner occupied: Family households"
11,67,HCT0090004,HCT0090003,HCT009,"Total: Owner occupied: Family households: Husband-wife family"
11,68,HCT0090005,HCT0090004,HCT009,"Total: Owner occupied: Family households: Husband-wife family: Householder 15 to 34 years"
11,69,HCT0090006,HCT0090004,HCT009,"Total: Owner occupied: Family households: Husband-wife family: Householder 35 to 64 years"
11,70,HCT0090007,HCT0090004,HCT009,"Total: Owner occupied: Family households: Husband-wife family: Householder 65 years and over"
11,71,HCT0090008,HCT0090003,HCT009,"Total: Owner occupied: Family households: Other family"
11,72,HCT0090009,HCT0090008,HCT009,"Total: Owner occupied: Family households: Other family: Male householder, no wife present"
11,73,HCT0090010,HCT0090009,HCT009,"Total: Owner occupied: Family households: Other family: Male householder, no wife present: Householder 15 to 34 years"
11,74,HCT0090011,HCT0090009,HCT009,"Total: Owner occupied: Family households: Other family: Male householder, no wife present: Householder 35 to 64 years"
11,75,HCT0090012,HCT0090009,HCT009,"Total: Owner occupied: Family households: Other family: Male householder, no wife present: Householder 65 years and over"
11,76,HCT0090013,HCT0090008,HCT009,"Total: Owner occupied: Family households: Other family: Female householder, no husband present"
11,77,HCT0090014,HCT0090013,HCT009,"Total: Owner occupied: Family households: Other family: Female householder, no husband present: Householder 15 to 34 years"
11,78,HCT0090015,HCT0090013,HCT009,"Total: Owner occupied: Family households: Other family: Female householder, no husband present: Householder 35 to 64 years"
11,79,HCT0090016,HCT0090013,HCT009,"Total: Owner occupied: Family households: Other family: Female householder, no husband present: Householder 65 years and over"
11,80,HCT0090017,HCT0090002,HCT009,"Total: Owner occupied: Nonfamily households"
11,81,HCT0090018,HCT0090017,HCT009,"Total: Owner occupied: Nonfamily households: Male householder"
11,82,HCT0090019,HCT0090018,HCT009,"Total: Owner occupied: Nonfamily households: Male householder: Living alone"
11,83,HCT0090020,HCT0090019,HCT009,"Total: Owner occupied: Nonfamily households: Male householder: Living alone: Householder 15 to 34 years"
11,84,HCT0090021,HCT0090019,HCT009,"Total: Owner occupied: Nonfamily households: Male householder: Living alone: Householder 35 to 64 years"
11,85,HCT0090022,HCT0090019,HCT009,"Total: Owner occupied: Nonfamily households: Male householder: Living alone: Householder 65 years and over"
11,86,HCT0090023,HCT0090018,HCT009,"Total: Owner occupied: Nonfamily households: Male householder: Not living alone"
11,87,HCT0090024,HCT0090023,HCT009,"Total: Owner occupied: Nonfamily households: Male householder: Not living alone: Householder 15 to 34 years"
11,88,HCT0090025,HCT0090023,HCT009,"Total: Owner occupied: Nonfamily households: Male householder: Not living alone: Householder 35 to 64 years"
11,89,HCT0090026,HCT0090023,HCT009,"Total: Owner occupied: Nonfamily households: Male householder: Not living alone: Householder 65 years and over"
11,90,HCT0090027,HCT0090017,HCT009,"Total: Owner occupied: Nonfamily households: Female householder"
11,91,HCT0090028,HCT0090027,HCT009,"Total: Owner occupied: Nonfamily households: Female householder: Living alone"
11,92,HCT0090029,HCT0090028,HCT009,"Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 15 to 34 years"
11,93,HCT0090030,HCT0090028,HCT009,"Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 35 to 64 years"
11,94,HCT0090031,HCT0090028,HCT009,"Total: Owner occupied: Nonfamily households: Female householder: Living alone: Householder 65 years and over"
11,95,HCT0090032,HCT0090027,HCT009,"Total: Owner occupied: Nonfamily households: Female householder: Not living alone"
11,96,HCT0090033,HCT0090032,HCT009,"Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 15 to 34 years"
11,97,HCT0090034,HCT0090032,HCT009,"Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 35 to 64 years"
11,98,HCT0090035,HCT0090032,HCT009,"Total: Owner occupied: Nonfamily households: Female householder: Not living alone: Householder 65 years and over"
11,99,HCT0090036,HCT0090001,HCT009,"Total: Renter occupied"
11,100,HCT0090037,HCT0090036,HCT009,"Total: Renter occupied: Family households"
11,101,HCT0090038,HCT0090037,HCT009,"Total: Renter occupied: Family households: Husband-wife family"
11,102,HCT0090039,HCT0090038,HCT009,"Total: Renter occupied: Family households: Husband-wife family: Householder 15 to 34 years"
11,103,HCT0090040,HCT0090038,HCT009,"Total: Renter occupied: Family households: Husband-wife family: Householder 35 to 64 years"
11,104,HCT0090041,HCT0090038,HCT009,"Total: Renter occupied: Family households: Husband-wife family: Householder 65 years and over"
11,105,HCT0090042,HCT0090037,HCT009,"Total: Renter occupied: Family households: Other family"
11,106,HCT0090043,HCT0090042,HCT009,"Total: Renter occupied: Family households: Other family: Male householder, no wife present"
11,107,HCT0090044,HCT0090043,HCT009,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 15 to 34 years"
11,108,HCT0090045,HCT0090043,HCT009,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 35 to 64 years"
11,109,HCT0090046,HCT0090043,HCT009,"Total: Renter occupied: Family households: Other family: Male householder, no wife present: Householder 65 years and over"
11,110,HCT0090047,HCT0090042,HCT009,"Total: Renter occupied: Family households: Other family: Female householder, no husband present"
11,111,HCT0090048,HCT0090047,HCT009,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 15 to 34 years"
11,112,HCT0090049,HCT0090047,HCT009,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 35 to 64 years"
11,113,HCT0090050,HCT0090047,HCT009,"Total: Renter occupied: Family households: Other family: Female householder, no husband present: Householder 65 years and over"
11,114,HCT0090051,HCT0090036,HCT009,"Total: Renter occupied: Nonfamily households"
11,115,HCT0090052,HCT0090051,HCT009,"Total: Renter occupied: Nonfamily households: Male householder"
11,116,HCT0090053,HCT0090052,HCT009,"Total: Renter occupied: Nonfamily households: Male householder: Living alone"
11,117,HCT0090054,HCT0090053,HCT009,"Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 15 to 34 years"
11,118,HCT0090055,HCT0090053,HCT009,"Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 35 to 64 years"
11,119,HCT0090056,HCT0090053,HCT009,"Total: Renter occupied: Nonfamily households: Male householder: Living alone: Householder 65 years and over"
11,120,HCT0090057,HCT0090052,HCT009,"Total: Renter occupied: Nonfamily households: Male householder: Not living alone"
11,121,HCT0090058,HCT0090057,HCT009,"Total: Renter occupied: Nonfamily households: Male householder: Not living alone: Householder 15 to 34 years"
11,122,HCT0090059,HCT0090057,HCT009,"Total: Renter occupied: Nonfamily households: Male householder: Not living alone: Householder 35 to 64 years"
11,123,HCT0090060,HCT0090057,HCT009,"Total: Renter occupied: Nonfamily households: Male householder: Not living alone: Householder 65 years and over"
11,124,HCT0090061,HCT0090051,HCT009,"Total: Renter occupied: Nonfamily households: Female householder"
11,125,HCT0090062,HCT0090061,HCT009,"Total: Renter occupied: Nonfamily households: Female householder: Living alone"
11,126,HCT0090063,HCT0090062,HCT009,"Total: Renter occupied: Nonfamily households: Female householder: Living alone: Householder 15 to 34 years"
11,127,HCT0090064,HCT0090062,HCT009,"Total: Renter occupied: Nonfamily households: Female householder: Living alone: Householder 35 to 64 years"
11,128,HCT0090065,HCT0090062,HCT009,"Total: Renter occupied: Nonfamily households: Female householder: Living alone: Householder 65 years and over"
11,129,HCT0090066,HCT0090061,HCT009,"Total: Renter occupied: Nonfamily households: Female householder: Not living alone"
11,130,HCT0090067,HCT0090066,HCT009,"Total: Renter occupied: Nonfamily households: Female householder: Not living alone: Householder 15 to 34 years"
11,131,HCT0090068,HCT0090066,HCT009,"Total: Renter occupied: Nonfamily households: Female householder: Not living alone: Householder 35 to 64 years"
11,132,HCT0090069,HCT0090066,HCT009,"Total: Renter occupied: Nonfamily households: Female householder: Not living alone: Householder 65 years and over"
11,133,HCT0100001,NA,HCT010,"Total"
11,134,HCT0100002,HCT0100001,HCT010,"Total: Owner-occupied"
11,135,HCT0100003,HCT0100002,HCT010,"Total: Owner-occupied: With own children under 18 years"
11,136,HCT0100004,HCT0100003,HCT010,"Total: Owner-occupied: With own children under 18 years: Under 6 years only"
11,137,HCT0100005,HCT0100003,HCT010,"Total: Owner-occupied: With own children under 18 years: Under 6 years and 6 to 17 years"
11,138,HCT0100006,HCT0100003,HCT010,"Total: Owner-occupied: With own children under 18 years: 6 to 17 years only"
11,139,HCT0100007,HCT0100002,HCT010,"Total: Owner-occupied: No own children under 18 years"
11,140,HCT0100008,HCT0100001,HCT010,"Total: Renter-occupied"
11,141,HCT0100009,HCT0100008,HCT010,"Total: Renter-occupied: With own children under 18 years"
11,142,HCT0100010,HCT0100009,HCT010,"Total: Renter-occupied: With own children under 18 years: Under 6 years only"
11,143,HCT0100011,HCT0100009,HCT010,"Total: Renter-occupied: With own children under 18 years: Under 6 years and 6 to 17 years"
11,144,HCT0100012,HCT0100009,HCT010,"Total: Renter-occupied: With own children under 18 years: 6 to 17 years only"
11,145,HCT0100013,HCT0100008,HCT010,"Total: Renter-occupied: No own children under 18 years"
11,146,HCT0110001,NA,HCT011,"Total"
11,147,HCT0110002,HCT0110001,HCT011,"Total: Owner-occupied"
11,148,HCT0110003,HCT0110002,HCT011,"Total: Owner-occupied: With related children under 18 years"
11,149,HCT0110004,HCT0110003,HCT011,"Total: Owner-occupied: With related children under 18 years: Under 6 years only"
11,150,HCT0110005,HCT0110003,HCT011,"Total: Owner-occupied: With related children under 18 years: Under 6 years and 6 to 17 years"
11,151,HCT0110006,HCT0110003,HCT011,"Total: Owner-occupied: With related children under 18 years: 6 to 17 years only"
11,152,HCT0110007,HCT0110002,HCT011,"Total: Owner-occupied: No related children under 18 years"
11,153,HCT0110008,HCT0110001,HCT011,"Total: Renter-occupied"
11,154,HCT0110009,HCT0110008,HCT011,"Total: Renter-occupied: With related children under 18 years"
11,155,HCT0110010,HCT0110009,HCT011,"Total: Renter-occupied: With related children under 18 years: Under 6 years only"
11,156,HCT0110011,HCT0110009,HCT011,"Total: Renter-occupied: With related children under 18 years: Under 6 years and 6 to 17 years"
11,157,HCT0110012,HCT0110009,HCT011,"Total: Renter-occupied: With related children under 18 years: 6 to 17 years only"
11,158,HCT0110013,HCT0110008,HCT011,"Total: Renter-occupied: No related children under 18 years"
11,159,HCT0120001,NA,HCT012,"Total"
11,160,HCT0120002,HCT0120001,HCT012,"Total: Owner-occupied"
11,161,HCT0120003,HCT0120002,HCT012,"Total: Owner-occupied: With children under 18 years"
11,162,HCT0120004,HCT0120003,HCT012,"Total: Owner-occupied: With children under 18 years: Under 6 years only"
11,163,HCT0120005,HCT0120003,HCT012,"Total: Owner-occupied: With children under 18 years: Under 6 years and 6 to 17 years"
11,164,HCT0120006,HCT0120003,HCT012,"Total: Owner-occupied: With children under 18 years: 6 to 17 years only"
11,165,HCT0120007,HCT0120002,HCT012,"Total: Owner-occupied: No children under 18 years"
11,166,HCT0120008,HCT0120001,HCT012,"Total: Renter-occupied"
11,167,HCT0120009,HCT0120008,HCT012,"Total: Renter-occupied: With children under 18 years"
11,168,HCT0120010,HCT0120009,HCT012,"Total: Renter-occupied: With children under 18 years: Under 6 years only"
11,169,HCT0120011,HCT0120009,HCT012,"Total: Renter-occupied: With children under 18 years: Under 6 years and 6 to 17 years"
11,170,HCT0120012,HCT0120009,HCT012,"Total: Renter-occupied: With children under 18 years: 6 to 17 years only"
11,171,HCT0120013,HCT0120008,HCT012,"Total: Renter-occupied: No children under 18 years"
11,172,HCT0130001,NA,HCT013,"Total"
11,173,HCT0130002,HCT0130001,HCT013,"Total: Substituted"
11,174,HCT0130003,HCT0130001,HCT013,"Total: Not substituted"
11,175,HCT0140001,NA,HCT014,"Total"
11,176,HCT0140002,HCT0140001,HCT014,"Total: Allocated"
11,177,HCT0140003,HCT0140001,HCT014,"Total: Not allocated"
